no;platform;category;provider_service_id;service_name;provider_original_name;min_quantity;max_quantity;daily_speed;days_for_1000;max_warning;refill_days;cost_usd_per_1000;cost_try_per_1000;profit_margin_percent;sale_price_try_per_1000;profit_try_per_1000
164;Twitter/X;Likes;5a34d03a-57a4-41fa-856d-8b55ea2b1620;Twitter/X Likes [Max 100K | 30 Days Refill | Instant | 5K/day];Twitter Likes [0-30 MIN] [5K/D] [50K MAX] 30 Days Refill [Budget 💰];10;100000;5K/day;1;;30;0.3514;16.87;200;50.60;33.73
165;Twitter/X;Followers;fcd14ab7-b577-4d8b-afda-32393e6b134b;Twitter/X Followers [Max 500K | 15 Days Refill | Real Accounts | 10K/day];Twitter HQ Followers [10k/D]Less Drop [Refill 15 Days ] [Budget 💰];100;500000;10K/day;1;;15;0.8052;38.65;130;88.90;50.25
166;Twitter/X;Followers;2c79b75e-94fd-4ab2-9e8e-9ea6db2c2e89;Twitter/X Followers [Max 50K | 15 Days Refill];Twitter Followers [Female Profile][Japanese, Korea, Hong Kong] Refill 15 Days [Budget 💰];100;50000;;;;15;0.8564;41.11;130;94.50;53.39
167;Twitter/X;Followers;9cf37c5d-3264-4f69-accd-a0c2f441d0cb;Twitter/X Turkey 🇹🇷 Followers [Max 20K | 30 Days Refill | Real Accounts | 50K–100K/day];Twitter Turkey 🇹🇷 Followers [50-100k/D] [100K MAX] [HQ] [30 Days Refill] [Budget 💰];10;20000;50K–100K/day;1;;30;0.8700;41.76;130;96.00;54.24
168;Twitter/X;Followers;378d43ff-1b94-4358-9991-74cfd30c648c;Twitter/X Followers [Max 20K | 30 Days Refill | 1K/day];Twitter Followers [30 Days Refill ] [1k/day] [Budget 💰];10;20000;1K/day;1;;30;1.0920;52.42;130;121.00;68.58
169;Twitter/X;Retweets;8f4a794a-59fa-4a16-927c-32cb7e988604;Twitter/X Retweets [Max 200 | No Refill | Real Accounts | Fast Start];Twitter - Quote Retweet ~ 𝐍𝐅𝐓 Profile Accounts ~ 𝗥𝗘𝗙𝗜𝗟𝗟 30D ~ 0-1hrs [Premium ⚡];10;200;;;;0;22.8000;1094.40;55;1696.00;601.60
170;Spotify;Plays;8cb7a37c-4685-44b6-9f36-13ca46992754;Spotify Plays [Max 20M | 365 Days Refill | Real Accounts | Fast Start | 10K–50K/day];Spotify Plays [Min 1k] [WorldWide] [Speed: 10-50k+/Day] [Start Time: 0-4 Hours] [Lifetime Refill] [Budget 💰];1000;20000000;10K–50K/day;1;Max unreachable (2,000 days);365;0.0113;0.54;500;3.25;2.71
171;Spotify;Followers;63fc455d-d699-4894-98f9-6370d0acdafb;Spotify Followers [Max 1M | 30 Days Refill];Spotify Followers [1M] ⚡️ 30 Days Refill [Budget 💰];100;1000000;;;;30;0.0195;0.94;500;5.62;4.68
172;Spotify;Plays;96196900-ad95-49e0-aaab-2a3fe462195b;Spotify Turkey 🇹🇷 Plays [Max 10M | 365 Days Refill | Real Accounts];🇹🇷 Spotify Plays [Turkey] [365 Days Refill] [Mix Premium - Free] [Budget 💰];1000;10000000;;;;365;0.0240;1.15;320;4.84;3.69
173;Spotify;Saves;1ca604b3-9096-4d25-8d4a-950ddec4446a;Spotify Saves [Max 1M | 30 Days Refill | Instant];Spotify Saves [LINK - Track, Album, Podcast] [INSTANT START] [30 DAYS REFILL] [Budget 💰];100;1000000;;;;30;0.0295;1.42;320;5.95;4.53
174;Spotify;Followers;65a61186-58e7-4161-97a5-c86add83aa42;Spotify Turkey 🇹🇷 Followers [Max 1M | 365 Days Refill | Real Accounts];Spotify Turkey Followers (Real Looking) - [ Max 1M ] [ 365 Day Refill ] [Budget 💰];100;1000000;;;;365;0.0720;3.46;320;14.50;11.04
175;Spotify;Monthly Listeners;018843c2-8211-4e80-9fde-8b080ebe4823;Spotify Turkey 🇹🇷 Monthly Listeners [Max 20M | No Refill | Real Accounts];Spotify Monthly Listeners [Turkey] [MIX Premium - Free] [Budget 💰];500;20000000;;;;0;0.1320;6.34;200;19.00;12.66
176;Spotify;Plays;72f02694-a8f1-4756-9191-5e568d528f6b;Spotify UK 🇬🇧 Plays [Max 100M | 365 Days Refill | Real Accounts | Instant | 10K/day];Spotify - PREMIUM Plays ~ Uk ~ 10k/days ~ INSTANT [Premium ⚡];1000;100000000;10K/day;1;Max unreachable (10,000 days);365;0.1500;7.20;200;21.60;14.40
177;Spotify;Monthly Listeners;7dd9acb2-861f-40d8-b288-1eed7188c14a;Spotify Monthly Listeners [Max 20M | 365 Days Refill | 1K–5K/day];🇧🇪 Spotify Monthly Listeners [Belgium] [Lifetime Warranty] [1-5K/Day] [Non-Drop] [Budget 💰];500;20000000;1K–5K/day;1;Max unreachable (20,000 days);365;0.2484;11.92;200;35.80;23.88
178;Spotify;Monthly Listeners;a172ceab-e87d-447f-b781-1b1f1c93cf48;Spotify Europe 🇪🇺 Monthly Listeners [Max 50K | 365 Days Refill | 1K–5K/day];🇩🇪 Spotify Monthly Listeners [Germany] [Lifetime Warranty] [1-5K/Day] [Non-Drop] [Budget 💰];500;50000;1K–5K/day;1;;365;0.2520;12.10;200;36.30;24.20
179;Spotify;Plays;b427ba13-6a8a-462a-a3d6-7d37cd145a6e;Spotify Turkey 🇹🇷 Plays [Max 20M | 365 Days Refill | Real Accounts | 1K–5K/day];🇹🇷 Spotify Web 2.0 Premium Streams [Turkey] [Max: 50K] [Daily: 1-5K] [Lifetime Guaranteed] [UHQ] [Premium ⚡];500;20000000;1K–5K/day;1;Max unreachable (20,000 days);365;0.6720;32.26;130;74.20;41.94
180;Spotify;Plays;b87b26e9-6fbb-4b7a-a80b-f8cd0a4f0851;Spotify UK 🇬🇧 Plays [Max 100M | 365 Days Refill | Real Accounts | Instant | 1K–10K/day];Spotify - PREMIUM Podcast Plays ~ UK ~ 1k-10k/days ~ INSTANT [Premium ⚡];1000;100000000;1K–10K/day;1;Max unreachable (100,000 days);365;0.7500;36.00;130;82.80;46.80
181;Spotify;Playlist Saves;42633e0f-0f17-4755-b6c5-8bf4196e892c;Spotify UK 🇬🇧 Playlist Saves [Max 100M | 365 Days Refill | Real Accounts | Instant | 1K–500K/day];Spotify - PREMIUM Plays [ Any URL- episode/show/artist/track/album/playlist ] ~ Uk ~ 500-1k/days ~ INSTANT [Premium ⚡];1000;100000000;1K–500K/day;1;Max unreachable (100,000 days);365;0.9000;43.20;130;99.40;56.20
182;WhatsApp;Reactions;9ad43ee6-39f6-4c26-b24f-3c0a3e11621d;WhatsApp Turkey 🇹🇷 Reactions [Max 50K | No Refill | Instant];Whatsapp Channel Post Emoji Reactions [ Turkey 🇹🇷 ] | Random Mix [👍❤️😂😲😥🙏 ] [ Max 50K ] | Instant Start [Budget 💰];10;50000;;;;0;0.1361;6.53;200;19.60;13.07
183;WhatsApp;Reactions;6b5dc4a2-9376-4a90-9ab9-bd29070abec2;WhatsApp Arab 🇸🇦 Reactions [Max 50K | No Refill | Instant];Whatsapp Channel Post Emoji Reactions [ Arab 🇸🇦 ] | Random Mix [👍❤️😂😲😥🙏 ] [ Max 50K ] | Instant Start [Budget 💰];10;50000;;;;0;0.1361;6.53;200;19.60;13.07
184;WhatsApp;Reactions;9e31aa66-66ce-4acd-8d7b-490f96e588d1;WhatsApp Reactions [Max 50K | No Refill | Instant];Whatsapp Channel Post Emoji Reactions [ 😲 ] [ Max 50K ] | Instant Start [Budget 💰];10;50000;;;;0;0.1415;6.79;200;20.40;13.61
185;WhatsApp;Channel Members;e9410884-77de-4549-9274-78dc11159d6f;WhatsApp Channel Members [Max 10K | No Refill | Instant | 1K/day];Whatsapp Channel Member [GlobaL] [50K MAX] [1k/day] [Instant] [30DR] [Budget 💰];10;10000;1K/day;1;;0;0.3048;14.63;200;43.90;29.27
186;WhatsApp;Channel Members;d4f2bdd7-ff19-4709-ab26-9bdfbf6b6de8;WhatsApp Turkey 🇹🇷 Channel Members [Max 50K | No Refill | 1K/day];Whatsapp Channel Member [🇹🇷Turkey] [Max 50k] [1k/days] [Budget 💰];10;50000;1K/day;1;;0;0.3330;15.98;200;48.00;32.02
187;WhatsApp;Channel Members;2c901b93-185d-42c0-b75d-f1494f9f639f;WhatsApp Turkey 🇹🇷 Channel Members [Max 10K | No Refill | 500/day];🇹🇷 Whatsapp Channel Members [ Turkey ] | [ Max 5K ] [500/d] [Budget 💰];10;10000;500/day;2;;0;0.4200;20.16;200;60.50;40.34
188;Twitch;Views;d139f334-275e-4380-8aad-e2c84eac5e57;Twitch Views [Max 10M | 30 Days Refill | Instant];Twitch Clip Views [0-15 MIN START TIME][10M MAX] 30 Days Refill [Budget 💰];10;10000000;;;;30;0.0138;0.66;500;3.97;3.31
189;Twitch;Followers;590517a3-12e4-4dbe-8f7b-135fa70cf33d;Twitch Followers [Max 10K | 30 Days Refill];Twitch Followers - [ Max 5K ] [ 30 Day Refill ] [Budget 💰];20;10000;;;;30;0.0210;1.01;320;4.23;3.22
190;Twitch;Followers;5c55bc96-4ad6-4912-9d72-90161802cbe3;Twitch Followers [Max 1M | 30 Days Refill | 60K/day];Twitch Followers [Mix Quality] [100k MAX] [60K+/D] [30 Days Refill] [Budget 💰];20;1000000;60K/day;1;;30;0.0270;1.30;320;5.44;4.14
191;Twitch;Followers;8e28282e-05cc-417c-9f3c-d5cb6140a610;Twitch Followers [Max 1M | 90 Days Refill | Instant];Twitch Followers [0-30 MIN] [ Max 1M ] [ 90 Day Refill ] [Budget 💰];20;1000000;;;;90;0.0384;1.84;320;7.74;5.90
192;Twitch;Views;aa25adf2-7bf4-45c3-ab5b-422725d7f869;Twitch Views [Max 10K | No Refill | Real Accounts];Twitch Channel Views [10K] [REAL]⚡️♻💧⭐ [Budget 💰];1000;10000;;;;0;0.9750;46.80;130;108.00;61.20
193;Twitch;Live Stream Viewers;d8c63825-d28f-4464-a98d-a1d98abd59a7;Twitch Live Stream Viewers [Max 250 | No Refill | Real Accounts];Twitch Live Views [250] [HQ] ⚡️⭐ [Budget 💰];100;250;;;;0;22.5000;1080.00;55;1674.00;594.00
194;Dolap;Likes;3da90655-bed5-4b6a-9414-e308229388c9;Dolap Turkey 🇹🇷 Likes [Max 10K | Non-Drop | 240K/day];Dolap Product Turkish Likes [R30][Non-drop][No photo][10K/hrs] [Budget 💰];50;10000;240K/day;1;;0;0.0732;3.51;320;14.80;11.29
195;Dolap;Followers;939d852e-5d30-4c23-929e-69c5be8ed017;Dolap Turkey 🇹🇷 Followers [Max 10K | Non-Drop | 240K/day];Dolap Store Turkish Followers [No Photo][R30][Non-drop][10K/Hr] [Budget 💰];50;10000;240K/day;1;;0;0.0732;3.51;320;14.80;11.29
196;Dolap;Likes;9b5ee1b2-4984-4196-ba61-fbe96d72d28e;Dolap Turkey 🇹🇷 Likes [Max 100K | Non-Drop | Instant];Dolap Turkish Wardrobe Likes [100k] [Non Drop] Instant [Budget 💰];50;100000;;;;0;0.1584;7.60;200;22.80;15.20
197;Dolap;Followers;49adb9e7-826e-4f24-b4ae-31ca39c907cb;Dolap Turkey 🇹🇷 Followers [Max 3K | Non-Drop];Dolap Store Turkish Followers [With Photo][Non-drop][R30] [Budget 💰];50;3000;;;;0;0.1830;8.78;200;26.40;17.62
198;Dolap;Comments;380754e6-94d9-4cf0-a7ae-a96615e90b40;Dolap Comments [Max 100K | Non-Drop | 240K/day];Dolap Product Custom Comments [Non-Drop][R30][No Photo][10K/Hrs] [Budget 💰];5;100000;240K/day;1;;0;0.3660;17.57;200;52.70;35.13
199;Dolap;Followers;ab54e904-788b-4e48-ae1a-3f8715c933c4;Dolap Turkey 🇹🇷 Followers [Max 100K | Non-Drop | Instant];Dolap Turkish Wardrobe Followers [100k] [Non Drop] Instant [Budget 💰];100;100000;;;;0;0.6186;29.69;130;68.30;38.61
200;Kick;Live Stream Viewers;a8879e4e-b2f1-4057-b534-c0c5a290eaf4;Kick Live Stream Viewers [Max 10K | No Refill];Kick Live Stream Viewers [15 Minutes] [Budget 💰];10;10000;;;;0;0.0301;1.44;320;6.07;4.63
201;Kick;Views;70794aa9-995d-404d-8e14-3bf815c70bf5;Kick Views [Max 10M | 30 Days Refill | Real Accounts | 500K/day];Kick.com Views [Max 10M] [HQ] [30 Day Refill] [High Speed] [500K/D] [Premium ⚡];100;10000000;500K/day;1;;30;0.2100;10.08;200;30.20;20.12
202;Kick;Live Stream Viewers;8ffa7343-ba16-4e7b-bbd8-7492734a322a;Kick Live Stream Viewers [Max 10K | No Refill | Instant];Kick Live Stream Views [No Userlist] [Start Time 0-10 Min] [2 Hour] [No Refill] [Budget 💰];10;10000;;;;0;0.4699;22.56;200;67.70;45.14
203;Kick;Followers;d68e6d17-7278-4fdc-bce7-8c803864bfbe;Kick Followers [Max 1M | 30 Days Refill | Real Accounts | 20K/day];Kick.com Followers [Max 100K] [HQ] [30 Day Refill] [High Speed] [20K/D] [Premium ⚡];10;1000000;20K/day;1;;30;1.6500;79.20;130;182.00;102.80
204;Kick;Views;510d35aa-b943-4751-8424-c74223f8d8ed;Kick Views [Max 1K | No Refill | Real Accounts];Kick Viewers Subscription - ⚡ [1 Month Subscription] [Premium ⚡];1;1000;;;;0;253.2000;12153.60;55;18838.00;6684.40
205;Snapchat;Comments;2b42dde3-e2b3-4c5d-846b-8b38735c9488;Snapchat Comments [Max 1K | No Refill | Real Accounts];Snapchat Spotlight 50 Like + 50 Comments 100% Real Account [Budget 💰];1000;1000;;;;0;0.1440;6.91;200;20.70;13.79
206;Snapchat;Comments;d8bb78d0-ba66-47d6-835a-65edce8a4829;Snapchat India 🇮🇳 Comments [Max 1K | No Refill | Real Accounts];Snapchat Spotlight 🇮🇳 Female 50 Like + 50 Comments + 50 Repost + 50 Share 100% Real Account [Budget 💰];1000;1000;;;;0;0.2880;13.82;200;41.50;27.68
207;Snapchat;Followers;24949376-6a62-4617-8ccb-34c25ddc8e80;Snapchat Followers [Max 1K | Non-Drop | Real Accounts];Snapchat Followers [Bangladesh 🇧🇩 ] [Real Users] [Non Drop] [1K MAX] [Budget 💰];50;1000;;;;0;3.3948;162.95;85;301.00;138.05
208;Snapchat;Followers;263bbbe7-6e72-40b9-a971-c6474e6be087;Snapchat Europe 🇪🇺 Followers [Max 50K | No Refill | Real Accounts | Fast Start];Snapchat Followers [Germany][Real][R30][0-6Hrs] [Budget 💰];100;50000;;;;0;5.5193;264.93;85;490.00;225.07
209;Snapchat;Followers;ea2712f5-b550-4aee-a851-98460eb7a53e;Snapchat Arab 🇸🇦 Followers [Max 1 | No Refill];SnapChat Followers Arab [Package: 20000 Followers ] [Budget 💰];1;1;;;;0;79.2000;3801.60;55;5892.00;2090.40
210;LinkedIn;Likes;5a8b9b2c-bbf5-40a2-8f3f-eb62160f1a2e;LinkedIn Likes [Max 100K | No Refill | Real Accounts | 1K–100K/day];LinkedIn Post Like [REAL] [HQ] [100-1K/Day] [No Refill] [Budget 💰];1;100000;1K–100K/day;1;Max unreachable (100 days);0;0.9677;46.45;130;107.00;60.55
211;LinkedIn;Reactions;bb306ea5-c996-47cc-9d6c-adc51db8524c;LinkedIn Reactions [Max 5K | No Refill | 1K–2K/day];Linkedin Reaction [ 😁 ] [5K MAX] [1-2K/Day] [No Refill] [Budget 💰];10;5000;1K–2K/day;1;;0;1.3908;66.76;130;154.00;87.24
212;LinkedIn;Reactions;97f8864b-93f6-4e9c-87d4-e64149617da8;LinkedIn Reactions [Max 5K | No Refill];Linkedin - Love - Max 5k - 0 to 6hrs Start [Budget 💰];10;5000;;;;0;1.4400;69.12;130;159.00;89.88
213;LinkedIn;Followers;a3fd2082-4877-40e9-bca1-48b00043e5dc;LinkedIn Followers [Max 20K | 30 Days Refill | Real Accounts | 500/day];Linkedin Followers [Company] [Premium] [100%HQ] [500+/Day] [30 Days Refill] [Budget 💰];100;20000;500/day;2;;30;2.1060;101.09;85;187.00;85.91
214;LinkedIn;Connections;792a6d76-ae5d-44ea-846e-f1be906441b3;LinkedIn Connections [Max 10K | No Refill | Real Accounts | Fast Start | 100–1K/day];Linkedin Connect [Real] [100-1000/Day] [0-4Hour] [Budget 💰];5;10000;100–1K/day;10;Max unreachable (100 days);0;3.3516;160.88;85;298.00;137.12
215;Discord;Channel Members;850a258d-aa48-42e0-a296-745c401d4574;Discord Channel Members [Max 2K | No Refill];Discord Server Members [Online [Bot Required] [30D Online] [Budget 💰];100;2000;;;;0;0.6281;30.15;130;69.30;39.15
216;Discord;Channel Members;9b6c7aee-78bb-4c97-80a3-658349069b5c;Discord Channel Members [Max 20K | No Refill];Discord Server Member + Reactions | 👍 | Max 20K | Day 20K [Budget 💰];150;20000;;;;0;1.8000;86.40;130;199.00;112.60
217;Discord;Channel Members;28520012-d894-494c-a617-0a83d8f547ab;Discord Channel Members [Max 20K | No Refill];Discord Server Member + Negative Reactions | 😒😤😡🤬👎🖕 | Max 20K | Day 20K [Budget 💰];150;20000;;;;0;2.7360;131.33;85;243.00;111.67
218;Discord;Channel Members;4a8dba48-0679-47b3-a0f5-ea9bc738de20;Discord Channel Members [Max 20K | No Refill];Discord Server Member + Positive Reactions | 😎🤩🥳👍👌🙏 | Max 20K | Day 20K [Budget 💰];150;20000;;;;0;2.9280;140.54;85;260.00;119.46
219;Threads;Likes;e455bd0f-644e-40e5-bef7-8c5c1df1c0b0;Threads Likes [Max 20K | 30 Days Refill | Real Accounts | Fast Start | 50K/day];Threads Likes [Refill: 30D] [Max: 50K] [Start Time: 0-3 Hours] [Speed: Up to 50K/Day] 💧⛔ [Premium ⚡];10;20000;50K/day;1;;30;1.2000;57.60;130;132.00;74.40
220;Threads;Shares;1127f1e5-ad77-4fbc-8e18-cfa455ed7aad;Threads Shares [Max 20K | 30 Days Refill | Real Accounts | Fast Start | 5K/day];Threads Reshare [Refill: 30D] [Max: 5K] [Start Time: 0-3 Hours] [Speed: Up to 5K/Day] 💧⛔ [Premium ⚡];10;20000;5K/day;1;;30;1.5000;72.00;130;166.00;94.00
221;Threads;Followers;9fdd7006-f3b0-43d9-8f7c-de63b78df254;Threads Followers [Max 20K | 30 Days Refill | Real Accounts | Fast Start | 10K/day];Threads Followers [Refill: 30D] [Max: 10K] [Start Time: 0-3 Hours] [Speed: Up to 10K/Day] 💧⛔ [Premium ⚡];10;20000;10K/day;1;;30;2.4000;115.20;85;213.00;97.80
222;Threads;Likes;1be2c1cd-b2e8-4cbc-ad0c-94bebed28998;Threads Likes [Max 2K | 30 Days Refill | Real Accounts | Fast Start | 10K/day];Threads Likes [Refill: 30D] [Max: 10K] [Start Time: 0-3 Hours] [Speed: Up to 10K/Day] 💧⛔ [Premium ⚡];50;2000;10K/day;1;;30;6.0000;288.00;55;446.00;158.00
223;Pinterest;Likes;817e41f6-9b83-4cf8-b55e-888cf8e6fdf5;Pinterest Likes [Max 10K | No Refill | Real Accounts | 1K–5K/day];Pinterest Likes [Real] [1-5k/day] Working Always [Budget 💰];10;10000;1K–5K/day;1;;0;0.8165;39.19;130;90.10;50.91
224;Pinterest;Followers;7056f17d-c3c5-401b-ac97-56eaaecd9414;Pinterest Followers [Max 15K | No Refill | Real Accounts | 100–800/day];Pinterest Followers [Real Accounts] [100-800/Day] [No Refill] [Budget 💰];20;15000;100–800/day;10;Max unreachable (150 days);0;1.1737;56.34;130;130.00;73.66
225;Pinterest;Saves;1c9490b9-5d0f-42a2-9503-28f7224aed1b;Pinterest Saves [Max 5K | No Refill | Fast Start | 100–700/day];Pinterest Shares [Save Pin] [100-700/Day] [0-3 Hour] [Budget 💰];10;5000;100–700/day;10;;0;1.6840;80.83;130;186.00;105.17
226;SoundCloud;Followers;e5be65ef-2661-4f10-a322-8e6b48f00193;SoundCloud Followers [Max 10K | 30 Days Refill | Fast Start | 100–500/day];SoundCloud Follower [0-2Hour] [100-500 Per Day] [30 Days Refill] [Budget 💰];10;10000;100–500/day;10;Max unreachable (100 days);30;1.8071;86.74;130;200.00;113.26
227;SoundCloud;Likes;5764b639-0b73-419e-8f24-13c29bfd813c;SoundCloud Likes [Max 100K | 30 Days Refill | Fast Start | 100–500/day];SoundCloud Likes [0-2Hour] [100-500 Per Day] [30 Days Refill] [Budget 💰];10;100000;100–500/day;10;Max unreachable (1,000 days);30;1.9046;91.42;130;210.00;118.58
